process,step,Hongming,Haoyu,Yuqian,ground_true_relabel,id
Contact Max Factor - Contacting via Twitter,Sign into Twitter,1,1,1,1,2007
Clean Your Dog's Toothbrush - Disinfecting the Toothbrush,Allow the brush to dry completely.,1,1,1,1,2008
Find Perfect Ice Skates,Choose 3 different types of skates in your size,0,0,0,0,2010
Draw Cute Animals - A Cute Tiger,Draw the four legs of the tiger using small sharp angles,0,0,0,0,2011
Paint Bamboo Furniture - Painting the Furniture,Shake the can of paint and keep it 6 in (15 cm) from your furniture,1,1,1,1,2013
Fix a Bicep Tear - Resuming Physical Activity,Try full shoulder flexion stretches,1,1,1,1,2014
Repair Car Paint Chips - Repainting Medium Sized Chips,Apply touch up paint by dabbing the applicator brush,1,1,1,1,2015
Make a Paper Hat - Making a Sailor or Alpine Hat,Fold the brim inwards if it is too wide for you,1,1,1,1,2016
Make Crunchy Cajun Potato Snacks,Add the Cajun,1,1,1,1,2017
Make Pomegranate Seltzer - Preparing a Cranberry Pomegranate Seltzer,Add a squeeze of lime to your cranberry pomegranate mixture,1,1,1,1,2018
"Cut a Cabbage Into Wedges - Cutting Long, Skinny Cabbage",Cut each half in half again,1,1,0,1,2019
Replace Scooter Wheels - Removing the Old Wheels,Take the bearings out of the old wheel if your new one doesn't have them,1,1,1,1,2022
Blow Dry Layered Hair - Blow Drying Short Layers," Blow dry your shortest layers (below the ears) with just the blow dryer in a downwards motion, combing through the hair with either your fingers or a brush",1,1,0,1,2024
"Decorate a Fondant Cake - Using Buttercream, Royal Icing, and Other Embellishments",Use royal icing to make delicate decorations,1,1,1,1,2026
Test Liver Function - Getting the Blood Test,Wear loose clothing to your appointment,1,1,1,1,2027
Get a Dog to Listen - Using a Dog’s Name to Get Its Attention,Use a kind tone,1,1,1,1,2029
Find the Surface Area of a Pyramid - Finding the Surface Area of a Square Pyramid,Plug in the values for the side length and slant height into the formula,1,1,1,1,2030
Cite a Website with No Author - MLA,Add a URL and date of access,1,1,1,1,2031
Create a Chocolate Rose Arrangement - Making the Chocolate Roses,Microwave each bowl,1,1,1,1,2032
Toast Sunflower Seeds - Stovetop Toasting,add water,0,-1,0,0,2033
Dispose of Coffee Grounds - Making a Compost Heap,Turn the pile weekly to speed up decomposition,1,1,1,1,2034
"Create a Go Kart with a Lawnmower Engine - Assembling Motor Mount, Brake Rod, and Accessories",Bend your brake rod into shape,1,1,1,1,2036
Cut Wood Slices - Cutting Large Slices with a Chainsaw,Glide the chainsaw blade through the wood slowly,1,1,1,1,2037
Create a Chocolate Rose Arrangement - Making the Chocolate Roses,Divide chocolate colors into microwave safe bowls,1,1,1,1,2039
Install Internet Explorer - Using Windows 10,Click Restart now,0,0,0,0,2040
Save a wikiHow Article to Read Offline - iOS App,Hit Options,1,1,1,1,2042
Brake Properly on a Motorcycle - Coming to a Controlled Stop,Start braking at the proper time depending on your speed,1,1,1,1,2044
Take Legal Action for Player to Player Violence - Negotiating a Settlement with the Player,Draft a letter demanding compensation for your injuries,1,1,1,1,2046
Cook Diced Beef - Sautéing Diced Beef,Pair your beef with your favorite sides,1,1,1,1,2048
Find Perfect Ice Skates," Go to a sports store like, Models, Sports Authority, or Dick's Sporting Goods",1,1,1,1,2050
Measure an Angle Using a Protractor - Calculating Reflex Angles,Add the measurement of the acute angle and 180,1,1,0,1,2051
Take Legal Action As a Victim of Violence at a Bar - Suing Your Assailant,Identify the perpetrator,1,1,1,1,2052
Make German Chocolate Caramel Brownies,Press half of the batter into the pan,1,1,1,1,2053
Boil Cabbage - Preparing the Cabbage,Peel off the outer leaves from the cabbage head,1,1,1,1,2054
Wind a Grandfather Clock - Winding a Chain-Wound Clock,Repeat with the other weights,1,2,1,1,2055
Download Google Docs - On Desktop,Click File,1,1,1,1,2058
Post Process Smoke Images - Mirroring Your Smoke,Have your basically processed image,1,1,1,1,2059
Update Your Vehicle Registration - Changing Your Name,Submit your documents and fee if required,1,1,1,1,2060
Teach a Child to Use the Telephone, Let your child answer the phone with the instruction,1,1,1,1,2062
Calculate the Volume of a Cube - Finding Volume from Surface Area,Find your cube's surface area,1,1,1,1,2064
"Create a Go Kart with a Lawnmower Engine - Assembling Motor Mount, Brake Rod, and Accessories",Install your motor mount,1,1,1,1,2065
Watch TV Without Cable - Cancelling Cable Contracts," Cancel your cable, but retain your high-speed Internet",1,1,1,1,2067
Hug Your Boyfriend - Hugging Your Boyfriend Properly,Raise your right arm and place it on the back of his neck,0,0,0,0,2069
Bake a Cake - Making Apple Cake,Bake the cake for appropriate minutes,1,1,1,1,2070
Paint a Model Car - Hand Painting the Car,Add paint thinner and stir your paint,1,1,1,1,2071
Get a Dog to Stop Drinking from the Toilet - Training Your Dog,Give your dog a fresh bowl of water,1,1,1,1,2072
Preserve a Butterfly - Mounting Your Butterfly,Open the bottom wings until the pattern lines up with the top wings,1,1,1,1,2073
Take Legal Action for Player to Player Violence - Negotiating a Settlement with the Player,Plan your negotiation strategy with your lawyer,1,1,1,1,2074
Buy a Remote Starter for a Truck,Research the remote starter systems that apply to your specific needs online,0,0,1,0,2075
Bake a Cake - Making Apple Cake,Gather your ingredients,1,1,1,1,2077
Clean Under Laptop Keyboard Keys - Putty," Pull the putty carefully off the keyboard, so as to not break off the keys",1,1,1,1,2078
Make a Vegan Avocado Chocolate Cake,Place in the oven,1,1,1,1,2080
Print Wirelessly from an iPad with HP Eprint App - Linking a Printer,Click the Settings app icon and click Wi-Fi in iPad,1,1,1,1,2081
Make Slow Cooker Glazed Carrots - Whipping Up Slow Cooker Brown Sugar Glazed Carrots,add water,1,1,1,1,2082
Make a Camo Cake - Baking the Cake,Alternate spooning different colors of batter into lightly greased pans,0,1,0,0,2083
Make a Canoe - Carving Your Dugout Canoe,Create a flat top for your canoe,0,1,0,0,2084
Bake Eggs - Making Shirred Eggs,Pour 1 to 2 teaspoons of heavy cream over each egg,1,1,1,1,2085
Paint With Gouache - Finishing Your Painting,Add paint when the first layer is dry,1,1,1,1,2086
Buy a Harley Davidson - Considering a Used Harley-Davidson,Test ride the bike you are considering purchasing,1,1,1,1,2087
Clean a Granite Sink - Removing Hard Water Stains,Select a non-abrasive scrubbing pad,1,1,1,1,2088
Play iPad Videos on TV - Using an Adapter,Plug the adapter into your iPad,1,1,1,1,2089
Make an Automatic Chicken Feeder - Cutting Out Your Pieces,Purchase a large bin,0,1,0,0,2090
Repair Car Paint Chips - Repainting Medium Sized Chips,Allow the paint to dry and re-apply if necessary,1,1,1,1,2091
Make Angel's Delight,Take a spoon and drizzle a goodly amount of the cherry and pineapple juices over the cake - about a third of the juice should suffice,1,1,1,1,2093
Make Spring Rolls - Cooking Thai Fresh Rolled,Make a slight increase in volume and wait for the cooked until it looks mellow,1,1,1,1,2094
Issue a Refund - Using Google Payments Merchant Center,click View full page to see the customer's order history and more details.,1,1,1,1,2095
Cook Freekeh - Freekeh Pilaf," Mix the yogurt, lemon juice, and garlic",1,1,1,1,2096
Construct a Raised Planting Bed - Constructing the Frame,Line the planter with hardware cloth to keep out pests,0,0,0,0,2097
Glue Fabric to a Hat Frame,Obtain milliner's glue and a small paintbrush,1,1,1,1,2098
Remove Wrinkles from Leather Jackets - Steaming the Jacket,Place the jacket on a hanger,0,1,0,0,2099
Watch TV Without Cable - Cancelling Cable Contracts,Call your cable provider before you have decided to cut the cord,1,1,1,1,2100
Make Curly Fries - Baking the Fries,Add condiments to side,0,0,0,0,2102
Polish Chrome Wheels - Cleaning Your Wheels,Apply the soap to each of your wheels,1,1,1,1,2103
Quickly Make an Alcoholic Party Punch - Classic Sangria,Cut up fruit,1,1,1,1,2106
Pay Your Taxes - Submitting Payment through the Mail,Send your payment to the tax agency,1,1,1,1,2108
Format FAT32 - Windows (Drives 32 GB and Smaller),Open the Computer/This PC window,1,1,1,1,2110
Create a Fillable PDF - Editing Form Fields,Add a new field and erase it to test it out.,0,1,0,0,2112
Decorate Garden Stones - Organizing Your Project,Use cheap brushes,0,0,0,0,2115
Use Your Android As Your Workout Trainer - Using My Coach - Workout Trainer,Launch My Coach,1,1,1,1,2116
Keep a Pet Rat Clean - Massaging a Hairless Rat,Rinse the washcloth and your rat,1,1,1,1,2117
Support the ACLU - Taking Action Online,Sign a petition,0,0,0,0,2119
Cite a Website with No Author - MLA,List the name of the site in italics,0,0,0,0,2120
Delete Bookmarks - Firefox,Open the Bookmarks sidebar,1,1,1,1,2127
Kill Ants in Your House - Eliminating a House Ant Colony,Use ant bait stations that match up with the ants’ current food preference,1,1,1,1,2128
Make a Camo Cake - Baking the Cake," Stir green, brown, and black gel food coloring into the divided batter",0,1,0,0,2129
Read Google Books,Click a title,1,1,0,1,2132
Collect Sperm for Analysis - Ensuring an Accurate Analysis,Obtain the sample with masturbation without using lubricants or gels,1,1,1,1,2134
Apologize After a Heated Argument - Re-establishing Trust After an Argument,Give a token of apology,0,0,1,0,2135
Lower a Varidesk - Using a Push-Button Electric Model,Verify that the desk level is now comfortable for you and adjust if necessary,1,1,1,1,2137
Stain Wood Filler - Applying the Stain,Add another coat of stain if it’s too light,1,1,1,1,2138
Make Mod Podge - Making Glue-Based Mod Podge,Find some craft glue,1,1,1,1,2139
Ride the Disneyland Monorail - Preparing to Board,Wait in line for your monorail train to arrive,1,1,1,1,2140
Use Google Keyword Planner - Using the New Keyword Search,Display ideas and take action.,0,-1,0,0,2141
Password Protect a PDF - Using PDF2Go,Click Choose File,1,1,1,1,2142
Use Antiseizure Medications for Anxiety - Using Medication Responsibly,See your doctor for any side effects,1,1,1,1,2144
Pick out Your Perfect Cell Phone,Pick a phone that fits your budget,1,1,1,1,2145
Learn Hypnosis - Mastering a Hypnotic Routine,Tell the subject to move again so they exit the trance,1,1,1,1,2146
Make Bottle Penguins,Tie ribbon around the neck to make a scarf,0,0,0,0,2147
Install Internet Explorer - Using Windows 10,Go to Microsoft's Internet Explorer page,1,1,1,1,2149
Play Roller Derby - Starting the Jam,Begin timing the skaters for a jam (2 minutes) once they start moving,1,2,1,1,2151
Use Bing Maps - Viewing Maps,Visit Bing Maps,1,1,1,1,2152
Pack Pants - Folding Pants,Decide which pants should be folded,1,1,1,1,2153
Create a Macaron Cake - Assembling the Cake,Serve the cake,0,0,0,0,2156
Block a Website with an Internet Filter - Block Website with Internet Filter," To set up a strict Internet surfing limit, you could choose ""Block All Websites Except the ones in White List""",1,1,0,1,2157
Make Angel's Delight," Wash your hands, and then open the can of pineapples just enough to drain the juice into a bowl (you'll need it later)",1,1,0,1,2158
Text a Heart Using Symbols,Send your message,1,1,0,1,2159
Sell Crafts Online Easily - Launch Your Website,Purchase a domain that reflects your business name,1,2,0,1,2161
Stay Organized when Moving," Make a list of all the rooms in your new home: dining room, kitchen, master bedroom, etc",1,1,1,1,2162
Ride the Disneyland Monorail - Preparing to Board,Walk the ramp up to the waiting area just before the train platform,1,1,1,1,2163
Brown a Roast for Cooking in a Crockpot," Pat it dry with paper towels, pressing to absorb as much water as possible",1,1,1,1,2164
Make a Pumpkin Cake - Vegan Pumpkin Cake,Decorate the cake,0,0,0,0,2165
Service an Air Conditioner - Clean the Air Conditioner," Take the cover off the unit, and locate the air conditioner coils (they look like a car radiator)",1,1,1,1,2166
Make Caramel Frosting - Making Classic Caramel Frosting,Place a saucepan over medium heat,1,1,1,1,2167
Find Fulfilling Work - Finding a Possible Career Path,Ask yourself about the legacy you want to leave,0,-1,0,0,2168
Add a Color Palette in Photoshop from a Photograph - Using the Palette,Look at your swatches,1,2,1,1,2171
Brake Properly on a Motorcycle - Coming to a Controlled Stop,Shift into first gear before you get to your stop,0,0,0,0,2172
