process,step,annotation,iaa,true_label,id
Perform a Dihybrid Cross Using the Forked‐Line Method - Setting Up the Problem, Label the Punnet square,"[2, 1, 2, 1, 2]",1.0,1,717
Make a Motion at a Board of Directors Meeting - Reaching a Resolution, Consider secondary motions,"[2, 2, 0, 1, 1]",0.6,1,718
Unhook a Bra - Unhooking Someone Else’s Bra,Place one hand on the end of each strap,"[1, 1, 2, 1, 0]",0.6,1,719
Peel a Kiwi - Peeling kiwifruit with a spoon, Slip a spoon in between the skin and the flesh of the fruit (a tablespoon is usually a good size of spoon to use),"[0, 2, -1, 1, 1]",0.4,1,720
Clean Rust Off Cast Iron - Using Vinegar, Soak the pan,"[1, 2, 1, 1, -2]",0.6,1,721
Create MP3 Files from Wikipedia Articles Using Pediaphon - Setting Up the Article to Covert, Pick the language of your choice,"[1, 1, 1, 1, 1]",1.0,1,722
Get a Dog to Listen - Using a Dog’s Name to Get Its Attention,Praise dog when he gives you his attention in excited tone,"[2.0, 1.0, 2.0, 1.0, 2.0]",1.0,1,723
Take Legal Action As a Victim of Violence at a Bar - Suing Your Assailant, Have the defendant served,"[1, -1, -1, 1, 2]",0.4,1,724
Measure an Angle Using a Protractor - Calculating Reflex Angles,Place the midpoint of the protractor on the VERTEX of the angle.,"[2.0, 1.0, 0.0, 2.0, 2.0]",0.6,1,725
Prepare a Power of Attorney - Preparing a Power of Attorney Document, Download or write a power of attorney form,"[1, 2, 2, 1, 1]",1.0,1,726
Learn Cooking by Yourself - Mastering the Basics, Follow recipes exactly,"[0, 1, 2, 2, 2]",0.6,1,727
Use Antiseizure Medications for Anxiety - Using Medication Responsibly, Schedule regular check-up appointments,"[1, 1, 1, 2, 0]",0.6,1,728
Test the Heating Element in a Dryer - Examining an Electric Dryer," Use a nut, bolt, and 2 washers to connect any breaks in the heating coils","[1, 2, 0, 1, 1]",0.6,1,729
Gently Curl Your Hair - Using a Headband, Separate your hair with your fingers,"[0, 0, 2, 1, 1]",0.4,1,730
Sign Up for a US Trusted Traveler Program - Signing up for NEXUS,Prepare for your interview appointment,"[1.0, -2.0, 0.0, -2.0, 1.0]",0.4,0,731
Talk About Daily Stress with Your Partner - Having Daily Conversations, Keep updated on each other’s lives,"[1, 1, 2, 1, 1]",1.0,1,732
Whittle a Ball in a Cage - With Hand Tools, Cut the slivers from the ends of the block,"[-1, 0, 2, 1, 0]",0.4,0,733
Cut Wood Slices - Cutting Large Slices with a Chainsaw,"Wear thick gloves, long sleeves, and protective goggles","[1, 2, 0, 2, 1]",0.6,1,734
Hang Floating Shelves - Installing Cleats, Secure the shelf to the cleat with nails or screws,"[1, 2, 1, 2, 1]",1.0,1,735
Answer What Interests You About This Job - Showing Why You Like the Company,Do your research,"[2, 2, 2, 1, 1]",1.0,1,736
Create a Macaron Cake - Assembling the Cake,Place the cooled cake disk onto a serving plate,"[2, 0, 0, 1, 1]",0.4,1,737
Hack Lanschool - Using LinuxLive USB,Download LinuxLive USB Creator from linuxliveusb.com,"[2.0, -1.0, 1.0, 1.0, 1.0]",0.6,1,738
Copy Text from a PDF to a Word Doc - Using Adobe Acrobat Reader for Windows or macOS, Open a new document in Word,"[1, 0, 2, 1, 1]",0.6,1,739
Clean a Dog's Wound - Seeking Professional Veterinary Help, Take the dog to the vet for stitches if the wound is more than superficial,"[1, 2, 0, 0, 0]",0.4,0,740
Cook Diced Beef - Sautéing Diced Beef,Remove the fat from your meat,"[1, 1, 1, 2, 1]",1.0,1,741
Hide Your Profile Picture on Facebook - Using a Computer, Select Only me on the drop-down menu,"[2, 2, 0, 1, 1]",0.6,1,742
Use Microsoft Paint in Windows - Adding Text, Select a location for your text,"[1, 0, 2, -1, 1]",0.4,1,743
Dry Sage - Drying Sage in a Food Dehydrator, Check the leaves every 30 minutes to see if they're dry,"[2, 0, -1, 1, 2]",0.4,1,744
Use Fashion Tape - Attaching the Tape, Press the tape onto the opposite surface,"[1, 2, 2, 1, 2]",1.0,1,745
Watch TV Without Cable - Cancelling Cable Contracts, Try streaming for at least 3 months before returning to cable,"[2, 1, 0, 1, 1]",0.6,1,746
Apply Black Eyeshadow - Constructing an Edgy Eyeshadow Look, Pat black eyeshadow onto the center of your eyelid,"[1, 0, 1, 0, 1]",0.4,1,747
Update Your Browser - Updating Apple Safari on Mac OS X, Type in the administrator password for your Mac computer at the prompt,"[0, 1, 1, 2, 0]",0.4,1,748
Pasteurize - Using Direct Heat to Pasteurize, Place the containers into a large stockpot and then fill it with water,"[1, 1, 1, 1, 1]",1.0,1,749
Make Aspirin if You're Lost in the Woods - Gathering Ingredients, Look for a white willow tree first,"[1, 1, 1, 1, -1]",0.6,1,750
Cite a Website with No Author - MLA," Include the date the website was created, if available","[2, 2, 2, 1, 1]",1.0,1,751
Hide a Lip Piercing from Parents or Bosses - Concealing Getting the Piercing,Please observe your company's rules on whether or not the use of Piercing is allowed.,"[2.0, 1.0, -2.0, 2.0, 1.0]",0.6,1,752
Make Tiger Tails - Pretzel tiger tails, Use a spoon to drizzle the chocolate over the now orange pretzel sticks to make stripes,"[1, 2, 1, 2, 2]",1.0,1,753
Delete a YouTube Account - Deleting Accounts,Visit the Google Account Management page,"[0, 1, 1, 2, 2]",0.6,1,754
Identify Songs Using Melody - Using Technology, Wait for an answer,"[1, 1, 0, 0, 1]",0.4,1,755
Peel and Devein Shrimp - Deveining Shrimp, Keep the shrimp cold until you're ready to cook them,"[0, 2, 1, 1, 1]",0.6,1,756
Become a Registered Nurse - Obtaining the Correct Education and Credentials, Get licensed,"[2, 2, 2, 2, 1]",1.0,1,757
Rotate Pages in a PDF Document Using Adobe Acrobat - Steps, Set direction of rotation,"[1, -1, 2, 1, 2]",0.6,1,758
Play Chopsticks on a Keyboard or Piano - Playing the Song, Practice and practice!,"[1, 1, 1, 1, 1]",1.0,1,759
Open XML - Using a Text Editor,Find the XML file you want to open,"[1, 1, 1, 2, 1]",1.0,1,760
Prepare a Power of Attorney - Preparing a Power of Attorney Document, Gather witnesses,"[2, 2, 1, 1, 0]",0.6,1,761
Kill Ants in Your House - Eliminating a House Ant Colony, Take simple measures to prevent future ant invasions of your home,"[-1, 2, 0, 2, 2]",0.4,1,762
Use Instacart on an iPhone or iPad, Learn about the product pages,"[0, 1, 1, 1, 0]",0.4,1,763
Get a Japanese Passport - Getting Your Passport, Wait 7 to 10 days for your passport,"[2, 2, 1, 1, 1]",1.0,1,764
Make Slow Cooker Glazed Carrots - Whipping Up Slow Cooker Brown Sugar Glazed Carrots, Cook the mixture on high for 4 to 5 hours,"[1, 1, 1, 2, 1]",1.0,1,765
Make an Automatic Chicken Feeder - Cutting Out Your Pieces,Fill feeder with food.,"[-1.0, 1.0, 2.0, -1.0, 2.0, -1.0, -1.0, 2.0, -1.0, 1.0]",0.4,1,766
Clean a CPAP - Cleaning Your CPAP Mask Daily, Consider using CPAP mask wipes,"[1, 0, 1, 2, 2]",0.6,1,767
Read Google Books," Search for a book or magazine's title, author, ISBN, or keywords","[2, 2, 2, 1, 1]",1.0,1,768
Set Google Chrome As Your Default Browser - macOS,""" Select the ""General"" option","[2, 0, 2, 2, 1]",0.6,1,769
Cover Dining Room Chairs - Covering Chairs with Store-Bought Slipcovers, Decide which type of fabric you want,"[1, 2, 2, 1, 0]",0.6,1,770
Paint Bamboo Furniture - Painting the Furniture,make sure you clean the furniture first,"[2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, -1.0, 2.0]",1.0,1,771
Bake Eggs - Making Shirred Eggs, Bake the eggs for 7 to 12 minutes,"[1, 2, 2, 1, 0]",0.6,1,772
Make Mod Podge - Making Glue-Based Mod Podge, Close the lid tightly and shake it,"[1, 2, 2, 2, 1]",1.0,1,773
Flat Iron Hair - Learning the Technique, Run the flat iron down the length of your section of hair,"[1, 1, 0, 2, 2]",0.6,1,774
Cite a Website with No Author - MLA, Provide the name of the affiliated institution or organization,"[1, -2, 1, 1, 1]",0.6,1,775
Prune Citrus Trees - Tailoring Your Pruning, Cut out any dead or diseased wood,"[0, 2, 2, 1, 1]",0.6,1,776
Make Shrimp Chef Salad with Lime and Cilantro," Dice the cucumber and tomatoes, and then add them to the salad","[1, 2, 1, 0, 1]",0.6,1,777
Make a Vanilla Cake - Basic Vanilla Cake," Add the butter, one teaspoon at a time","[1, 2, 1, 1, 1]",1.0,1,778
Make Shrimp Chef Salad with Lime and Cilantro, Chop the lettuce and add it to a medium-sized salad bowl,"[1, 2, 1, -1, 1]",0.6,1,779
Apply for a Marriage License in Kentucky - Getting a Marriage License in Kentucky if Both Parties are over 18,Visit the county clerk’s office to apply for a marriage license,"[2, 1, 0, 0, 2]",0.4,1,780
Use Google Keyword Planner - Using the New Keyword Search," Click on ""Get Ideas","[1, 2, 2, 0, 1]",0.6,1,781
"Add Colorful Emoticons, Icons and Smiley Faces in Outlook"," Write the character on which you want conversion of image or emoticons in the ""Replace"" field","[1, 1, 1, 1, 1]",1.0,1,782
Uninstall Twitch on PC or Mac - Using Mac,Open your Applications folder,"[0, 0, 2, 1, 2]",0.4,1,783
Cook Hot Dogs - Frying Hot Dogs, Drain the hot dog pieces,"[2, 0, 2, 2, 2]",0.6,1,784
Store Collard Greens - Storing Fresh Collard Greens, Place the collard greens in an air-tight plastic bag,"[0, 2, 1, 1, 2]",0.6,1,785
Make a Candy Wrapper Collage - Fabric collage, Create the design on paper by drawing it into place,"[0, 2, 1, 2, 1]",0.6,1,786
Be Ready and Comfortable Kissing a Guy,use mouthwash,"[2.0, 2.0, 0.0, -1.0, -1.0]",0.4,0,787
Check Traffic - Checking Traffic with Google Maps,"” After you click “Menu” or “Layers,” a set of options will appear, such as Transit, Traffic, Satellite, Terrain, and Biking","[1, 0, 2, 0, 1]",0.4,1,788
Peel and Devein Shrimp - Deveining Shrimp,Use a paring knife to make a slit along the shrimp's back,"[2, 2, 1, 2, 2]",1.0,1,789
Cook Brazilian Rice - Method One: Traditional Brazilian Rice, Add the onion,"[1, -1, 1, 0, 1]",0.4,1,790
Make Pickles - Simple Pickles, Serve,"[1, 1, -1, 1, 1]",0.6,1,791
File a Complaint Against an Arizona Real Estate Agent - Complaining to the Arizona Department of Real Estate, Prepare a complaint,"[1, 1, 1, 1, 1]",1.0,1,792
Style Waist Length Hair - Getting Creative with Chopsticks and Braids, Decorate with a second chopstick,"[2, 2, 0, -1, 1]",0.4,1,793
Make a Vegan Avocado Chocolate Cake, Remove from the oven,"[1, 1, 2, 2, 0]",0.6,1,794
Diagnose a Yeast Infection at Home - Using a Home Test Kit,Buy an at-home vaginal pH test kit,"[2, 1, -1, 1, 1]",0.6,1,795
Unhook a Bra - Unhooking Someone Else’s Bra,e,"[1, -2, 2, 0, 0]",0.4,0,796
Cook Hot Dogs - Frying Hot Dogs, Heat some oil in a frying pan,"[1, 0, 1, 2, 2]",0.6,1,797
Build a Home Studio for Computer Based Music Recording - Building a Home Studio, Connect everything up,"[1, 2, 1, 2, 1]",1.0,1,798
Build a Home Studio for Computer Based Music Recording - Building a Home Studio, Acquire the appropriate equipment,"[0, 2, 1, 2, 1]",0.6,1,799
Report Visa Violations - Reporting a Visa Holder, Find a hotline or local office of ICE,"[1, 1, 0, 1, 1]",0.6,1,800
Grow a Magnolia Tree - Laying the Seed, Collect some seed pods,"[0, 1, 2, 1, 1]",0.6,1,801
Clean Under Laptop Keyboard Keys - Putty,wash your hands after all done,"[-2.0, -2.0, 1.0, 2.0, 1.0]",0.4,1,802
Go to Sleep Fast for Kids - Starting a Bedtime Routine, Dim the lights,"[2, 1, 2, 0, 1]",0.6,1,803
Clean Skylights - Cleaning Skylights from the Outside, Wipe the exterior of the skylight with a dry towel to remove loose debris,"[2, 1, 1, -1, 1]",0.6,1,804
Download Google Docs - On Desktop, Select a document,"[0, 1, 1, 1, 1]",0.6,1,805
Control Notifications on Periscope - Configuring Periscope’s Notifications Settings on iOS,"Select how you would like your notifications to be displayed (e.g., banner).","[2.0, 2.0, 2.0, 2.0, 2.0]",1.0,1,806
Use an Analog Watch as a Compass - In the Northern Hemisphere, Bisect the angle between the hour hand and the 12 o'clock mark to find South,"[1, -1, -1, 1, 2]",0.4,1,807
"Cut a Cabbage Into Wedges - Cutting Long, Skinny Cabbage"," Cut crosswise, if desired","[1, 1, 0, 1, 0]",0.4,1,808
Store Avocado - Packaging a Cut Avocado, Store your fruit in the refrigerator for 3-5 days,"[1, 1, 1, 2, 1]",1.0,1,809
Build a Home Studio for Computer Based Music Recording - Building a Home Studio,Write a plan of what you want to do,"[1, 2, 1, 2, 1]",1.0,1,810
Cover Dining Room Chairs - Covering Chairs with Store-Bought Slipcovers,Count the number of chairs you need to cover,"[1.0, 2.0, 1.0, 1.0, 1.0]",1.0,1,811
Make Soursop Juice - Mashing the Soursop,Select a ripe soursop,"[1, 2, 1, 2, -1]",0.6,1,812
Change Your General Preferences on Safari - iOS," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","[0, 2, 0, 1, 1]",0.4,1,813
Choose Kayak Paddles - Picking a Paddle Length, Measure your torso size,"[1, 0, 2, 1, 2]",0.6,1,814
Make German Chocolate Caramel Brownies,Combine the light caramels and the first 1/3 cup of evaporated milk in a saucepan,"[1, 1, 2, 1, 1]",1.0,1,815
Dispose of Coffee Grounds - Making a Compost Heap,Brew some coffee.,"[1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0]",1.0,1,816
Kill English Ivy - Killing Ivy on Trees, Cut the vines around the base of the tree,"[1, 0, 1, 2, 0]",0.4,1,817
Undo a Bra One Handed - Familiarizing Yourself with a Bra,Put the bra on,"[1.0, 1.0, -1.0, -2.0, 1.0]",0.4,1,818
Delete a YouTube Account - Deleting Accounts," Click the ""Delete Google+ profile and features"" link","[0, 1, 1, 1, 2]",0.6,1,819
Switch Medicare from One State to Another - Moving with a Medigap Plan, Notify your insurance company of your address change,"[1, 1, 1, 0, 1]",0.6,1,820
Send a Message on Omegle on iPhone or iPad, Tap the blue check mark when a match appears,"[2, 2, 1, 0, 1]",0.6,1,821
Make German Chocolate Caramel Brownies, Preheat the oven to 350ºF/180ºC,"[2, 1, 1, 2, 1]",1.0,1,822
Install Popup Camper Air Conditioner Roof Supports - Completing the Installation," Attach the bar to the mounts with 1/4""-20×1"" round head machine screws","[0, 2, 1, 1, 1]",0.6,1,823
Cut Zucchini - Dicing,Wash the zucchini before you cut,"[0, 2, 1, 1, 2]",0.6,1,824
Make a Camo Cake - Baking the Cake,Preheat the oven according to the temperature on the boxed mix,"[1, 1, 1, 1, 0]",0.6,1,825
Use Your Android As Your Workout Trainer - Using My Coach - Workout Trainer, Start a workout,"[-2, 1, 0, 2, 2]",0.4,1,826
Replace Scooter Wheels - Removing the Old Wheels, Loosen the screws of the old wheel with 2 allen wrenches,"[1, 2, 1, 2, 2]",1.0,1,827
Paint a Model Car - Hand Painting the Car, Paint the smaller pieces of your model first,"[1, 1, 1, 1, 1]",1.0,1,828
Draw Skylanders - Hex, Begin tracing the outline of Hex's body,"[0, 0, -1, 0, 2]",0.6,0,829
Have Assault Charges Dropped - Taking Preliminary Steps,Decide why you want to drop the charges,"[1, 2, 2, 1, 2]",1.0,1,830
Cook Hot Dogs - Frying Hot Dogs, Place the hot dog pieces in the frying pan,"[1, 1, 2, 2, 2]",1.0,1,831
Seed a Pomegranate By Hand - Removing Seeds in Water, Soak the quarters in the cold water,"[2, 2, 1, 1, 0]",0.6,1,832
Quickly Make an Alcoholic Party Punch - Classic Sangria, Mix the ingredients,"[1, 0, 1, 1, 1]",0.6,1,833
Turn Off Voicemail on a Samsung - Changing Call-Forwarding Settings,"If you want to modify other call-forwarding details, you can make your changes in these menus","[2, 0, 2, 1, 0]",0.4,1,834
Brown a Roast for Cooking in a Crockpot, Trim any excess fat off the meat,"[1, 1, 1, 1, 1]",1.0,1,835
Grow Birch Trees - Planting the Birch Tree, Plant the seedling when it reaches 15 to 20 inches (40 to 50 cm) tall,"[2, 0, 2, 1, 1]",0.6,1,836
Make Rainbow Frosting - Skittles Rainbow Frosting, Microwave the Skittles,"[2, 0, 2, 1, 0]",0.4,1,837
Make a Concept Map - The Spider Concept Map, Keep going (optional),"[1, 1, 1, 1, -2]",0.6,1,838
Text a Heart Using Symbols, Add a 3,"[1, 1, 2, 1, 2]",1.0,1,839
Write a Hypothesis for an Essay - Composing the Hypothesis, Determine what part of the experiment you will manipulate,"[2, 0, 1, 1, 0]",0.4,1,840
Password Protect a PDF - Using PDF2Go, Enter a password,"[-1, 2, 2, 1, 1]",0.6,1,841
Make Crunchy Cajun Potato Snacks, Serve hot or cold,"[2, 1, 1, 2, 2]",1.0,1,842
Write a Customer Relationship Management Plan - Writing Your CRM Plan, Construct a policy to handle customer communications,"[1, 1, 1, 1, -2]",0.6,1,843
Cook Freekeh - Freekeh Pilaf," Add the stock, salt, and pepper","[1, 1, 1, 0, 0]",0.4,1,844
Field Dress a Deer - Removing the Entrails, Remove the sex organs if they’re in the way (when applicable),"[0, 1, 2, 2, 1]",0.6,1,845
Make Arroz Con Gandules Quickly," Bring all to a boil 2 cans of Gandules (drain water) add into boiling seasoned water Olives (pitted) not necessary but they taste terrific Make sure you wash your rice Add washed rice to boiling pot of seasoned water, and beans Keep on high flame until water is evaporated Rice may still be wet inside however once you hear sizzling and the rice is dry on the top turn the flame to low","[0, 1, 1, 2, 1]",0.6,1,846
Block a Website with an Internet Filter - Block Website with Internet Filter,"Bring up Aobo Filter with HotKey ""ALT+SHIFT+F1"" Click the green ""+"" button to add any keyword to the ""Black List"", then choose the number of ""Amount of Keywords detected to trigger filtering""","[1, 2, 2, 2, 0]",0.6,1,847
Cite a Syllabus in APA - Integrating an In-Text Citation, Include the year cited on the reference page immediately after the author’s name,"[0, 0, 2, -1, 1]",0.4,0,848
Control Notifications on Periscope - Configuring Periscope’s Notifications Settings on iOS, Go to Notifications,"[-1, 1, 1, 1, 2]",0.6,1,849
Dehydrate Citrus Fruit - Cleaning and Slicing the Citrus,3 cm) slices,"[1, 0, 1, 1, -1]",0.4,1,850
Grow a Magnolia Tree - Laying the Seed, Store seeds,"[0, 1, 0, 2, 1]",0.4,1,851
Seed a Pomegranate By Hand - Removing Seeds in Water, Gently pry the seeds from the pomegranate skin,"[1, 2, 1, 1, 0]",0.6,1,852
Build a DIY Picture Frame Shelf - Making a Gallery Ledge Shelf," Add personal touches, if desired","[2, 1, 1, 1, 2]",1.0,1,853
Make Paper Dolls - Completing Your Paper Doll, Print out some clothes that go with your template,"[2, 1, 2, 1, 2]",1.0,1,854
Change the Root Password in Linux - With the Current Root Password,Open a terminal window,"[2, 1, 2, 0, 1]",0.6,1,855
Make Curly Fries - Baking the Fries, Heat the oven to 450 Fahrenheit (230 Celsius),"[1, 0, 1, 1, 1]",0.6,1,856
Cook Green Beans - Cooking Green Beans in Other Ways," Add green beans to a casserole for a tasty, filling meal","[2, 2, 2, 2, 2]",1.0,1,857
Take Legal Action Against Price Fixing - Litigating Your Case, Attempt to settle,"[2, 1, 2, 1, 1]",1.0,1,858
