,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
276,276,276,xxx,xxx,How to Dehydrate Citrus Fruit - Cleaning and Slicing the Citrus,xxx,Rinse each citrus fruit under cool running water. Dry off each fruit with a paper towel. Cut your citrus fruits into ⅛ in (0.3 cm) slices.,xxx,xxx,xxx,1
277,277,277,xxx,xxx,How to Eat at a Party when on a Strict Diet - Choosing Healthy Foods,xxx,Find substitutes. Bring your own food. Choose healthier dips. Look for fruits and vegetables. Opt for lean proteins. Allow yourself some of the foods you love.,xxx,xxx,xxx,0
278,278,278,xxx,xxx,How to Become a Book Lover - Overcoming Obstacles to Reading,xxx,Address reading difficulties. Read with an open mind. Get through a book you don't enjoy. Put the book down.,xxx,xxx,xxx,0
279,279,279,xxx,xxx,How to Talk to Your Crush Casually - Using Body Language While You Talk,xxx,Listen attentively by tilting your head or nodding. Maintain eye contact while you talk to your crush. Smile when you chat with with your crush.,xxx,xxx,xxx,0
280,280,280,xxx,xxx,How to Handle an Aggressive Autistic Child - Making Positive Changes,xxx,"Take the child to the doctor for a check-up. Protect the child from any violence, mistreatment, or abuse. Make sure that adults de-escalate, instead of escalate, stressful situations. Talk to other adults about respecting the child's autonomy and boundaries. Make sure that adults aren't giving in to tantrums. Look at sources of stress in the child's life. Make sure that the child doesn't have to go too far out of their comfort zone. Ensure that the child has enough relaxation time. Keep building a positive relationship with your child. Consider therapy for the child, such as occupational therapy or counseling. Try medication as a last resort.",xxx,xxx,xxx,0
281,281,281,xxx,xxx,How to Stain Wood Filler - Applying the Stain,xxx,Apply the stain to the wood filler using a brush. Add another coat of stain if it’s too light. Remove the wood stain if it’s too dark.,xxx,xxx,xxx,1
282,282,282,xxx,xxx,How to Get Amaryllis to Rebloom - Caring for Amaryllis in Summer,xxx,"Once summer is underway, plant the container outside. Continue to water regularly. Fertilizer once every two weeks. Continue on to the autumn section when weather cools or the leaves change color.",xxx,xxx,xxx,1
283,283,283,xxx,xxx,How to Get Rid of Numbness in Your Lip - Trying Quick Fixes,xxx,Take an antihistamine. Apply a cold compress to reduce swelling. Apply a warm compress if no swelling is present. Massage or wiggle the affected area. Use a medication to minimize a cold sore.,xxx,xxx,xxx,0
284,284,284,xxx,xxx,How to Pack Pants - Folding Pants,xxx,Decide which pants should be folded. Start with ironed pants. Lay the pants on a flat surface. Fold the pants in half so the legs overlap. Fold them in half vertically. Fold them in half once more.,xxx,xxx,xxx,1
285,285,285,xxx,xxx,How to Farm Tilapia - Raising Your Tilapia,xxx,Fertilize the pond before adding your fish. Get your fish from a safe source. Maintain your pond's temperature. Feed your tilapia twice per day. Quarantine sick fish immediately.,xxx,xxx,xxx,0
286,286,286,xxx,xxx,How to Live Happily Ever After - Having a Happy Love Life,xxx,"Love the whole person, flaws and all. Drop the fairy tale mentality. Keep the passion alive by surprising each other. Be willing to put in effort to keep the relationship strong. Make sure you're compatible. Don't get addicted to the past. Don’t depend on a partner for happiness.",xxx,xxx,xxx,0
287,287,287,xxx,xxx,How to Measure Cabinet Hinges - Choosing a Hinge,xxx,Take the old hinge with you if you go shopping in person. Select a hinge style that works well with the type of cabinet you have. Choose a hinge shape that matches the mortise on the cabinet. Match the screw pattern to the one used on the old hinge.,xxx,xxx,xxx,0
288,288,288,xxx,xxx,How to Cook Maja Blanca - Setting the Pudding,xxx,Pour the pudding mixture into the large baking dish. Allow the pudding to cool for 10 minutes before covering it with foil. Refrigerate the pudding for 1-2 hours. Top the pudding with leftover coconut oil and sprinkle the latik on. Serve the pudding by cutting it into slices.,xxx,xxx,xxx,1
289,289,289,xxx,xxx,How to Bypass Websense - Steps,xxx,Find a proxy or circumvention site. Type the url you want to go to in the box on the site.,xxx,xxx,xxx,1
290,290,290,xxx,xxx,How to Play Chopsticks on a Keyboard or Piano - Playing the Song,xxx,"Play the first measure. Prepare for the second measure. Play the E and G notes. Move your fingers to the D and B notes. Play the D and B notes. Move your fingers to C, one octave apart. Play the C notes only four times. Start from the top. Practice and practice!",xxx,xxx,xxx,1
291,291,291,xxx,xxx,How to Make a Remedy for Silky Hair,xxx,"Define your remedy. Start by gathering materials. Learn about what your hair wants or does not want in order to be shiny. Avoid harsh juices. Make mixtures. Test the ingredients. Make sure you rinse the mixture out thoroughly. After washing your hair and drying it with a towel, make some observations about your hair. Record results. Draw conclusions. Mix or no mix. Set it up. Now that your remedy is ready, label the bottle (if it is a mixture). Try it out! After you used your remedy for awhile, and you see the benefits, you could recommend it to friends or post your success story online!",xxx,xxx,xxx,0
292,292,292,xxx,xxx,How to Get an Article Approved in wikiHow's Quality Review,xxx,"Make sure the topic isn't one we already have. Keep editing the article until it's as helpful, detailed and in-depth as you think it can possibly be. Ask someone to take another look at the article after you've added to it: Be patient.",xxx,xxx,xxx,1
293,293,293,xxx,xxx,How to Clear Internet Search History - Clearing Your Browsers,xxx,Clear your AutoComplete. Delete your browsing history.,xxx,xxx,xxx,0
294,294,294,xxx,xxx,How to Get Better Customer Service - Getting Good Customer Service Over the Phone,xxx,"Think about what you want before you call. Try to speak to a human. Escape the phone tree ASAP. Speak clearly and be polite. Ask to speak to a manager. Use the customer service chat option, instead.",xxx,xxx,xxx,0
295,295,295,xxx,xxx,How to Survive the Marching Season,xxx,Respect the band directors. Respect your section leaders. Listen to the senior band members. Respect the first year band members and the roadies. Know where you need to be and get there every single time. memorize your music as quickly as possible. Dress in layers. Don't get lazy.,xxx,xxx,xxx,0
296,296,296,xxx,xxx,How to Repair a Drysuit - Replacing a Gasket,xxx,Lay the suit flat and cut off the old gasket with a pair of sharp scissors. Insert a foam form or a bottle into the gasket opening to stretch it out. Scrape the gasket opening with a wire brush. Stretch the new gasket over the form so it covers the edge of the opening. Place a large rubber band 1 inch (2.5 cm) from the edge of the new gasket. Fold the edge of the new gasket over the rubber band. Apply a thin line of repair adhesive on the underside of the gasket. Roll the gasket back over the material and wrap masking tape around it. Allow the adhesive to cure overnight then remove the tape. Seal the drysuit and inflate it with a pump. Spray a soap and water solution on the gasket and check for leaks.,xxx,xxx,xxx,1
297,297,297,xxx,xxx,How to Get Legendary Cards in Clash Royale - Spending Money to Get Legendary Cards,xxx,Buy Legendary King's chests in the shop. Buy King's chests. Get a legendary from other chests. Purchase a legendary chest in the shop.,xxx,xxx,xxx,0
298,298,298,xxx,xxx,How to Brake Properly on a Motorcycle - Coming to a Controlled Stop,xxx,Start braking at the proper time depending on your speed. Ease off the throttle. Press down on the rear brake with your right foot. Squeeze the front brakes at the same time with 2 fingers to ease into the stop. Hold the clutch to help slow down. Shift into first gear before you get to your stop. Plant your left foot when your bike stops moving.,xxx,xxx,xxx,1
299,299,299,xxx,xxx,How to Make Anime Cosplay - Adding the Extras,xxx,"Put on some makeup to help you look better in photos. Wear a wig, if needed. Accessorize! Don't forget the props. Consider adding some special effects. Act the part.",xxx,xxx,xxx,0
300,300,300,xxx,xxx,How to Clean a Mechanical Keyboard - Taking Preventative Measures,xxx,Use a can of compressed air. Use an anti-static vacuum. Check your manufacturer’s warranty.,xxx,xxx,xxx,0
301,301,301,xxx,xxx,How to Clean a Mechanical Keyboard - Taking Preventative Measures,xxx,Use a can of compressed air. Use an anti-static vacuum. Check your manufacturer’s warranty.,xxx,xxx,xxx,0
302,302,302,xxx,xxx,How to Identify the C‐130 Series - Identifying the AC-130,xxx,Identify the fuselage. Identify the nose. Identify the engines. Identify the landing gears. Identify the armament on the AC-130.,xxx,xxx,xxx,0
303,303,303,xxx,xxx,How to Clean a Wet Mattress - Treating Different Types of Stains,xxx,Use an enzymatic cleaner for urine. Try a hydrogen peroxide cleaner for blood. Use soap on beverage stains.,xxx,xxx,xxx,0
304,304,304,xxx,xxx,How to Make Sticky Rice Using Regular Rice - Steps,xxx,Know what to expect from these recipes. Consider some substitutes.,xxx,xxx,xxx,0
305,305,305,xxx,xxx,How to Speed up Browsers - Safari on Desktop,xxx,"Launch the App Store. Press the “Updates” icon at the top of the window. Install the latest OS X update. Launch Safari to to clear your cache, history, and or cookies. Select “Safari” from the top menu bar. Click “Clear History...”. Press “all history” to activate a drop-down menu. Select a timeframe from the list. Click Clear History.",xxx,xxx,xxx,1
306,306,306,xxx,xxx,How to Get a Refund for Late Packages - Requesting a Refund from a Retail Company,xxx,Contact the company that you placed the order with. Request a refund from the company. Know your rights as a consumer.,xxx,xxx,xxx,0
307,307,307,xxx,xxx,How to Use Dryer Sheets Outside the Laundry Room - Reducing Smells with Dryer Sheets,xxx,Place dryer sheets in a toilet paper roll. Freshen a room. Deodorize shoes with dryer sheets. Use dryer sheets in books. Improve the smell of drawers. Toss dryer sheets in with storage gear.,xxx,xxx,xxx,0
308,308,308,xxx,xxx,How to Report a Fake Account on Facebook - Using the Mobile App,xxx,Open Facebook. Log in to Facebook. Go to the fake profile. Tap ⋯ (iPhone/iPad) or ⁝ (Android). Tap Report. Tap Report this profile. Tap This is a fake account. Tap Submit to Facebook for review.,xxx,xxx,xxx,1
309,309,309,xxx,xxx,How to Survive a Fast River Current - Getting Out of a Current,xxx,"Do not panic or flail. Aim to swim diagonally toward the shoreline. Do not try to swim upstream. Float down on your back, with your feet pointed downstream, and your head positioned upstream. Call for help. Get medical help.",xxx,xxx,xxx,0
310,310,310,xxx,xxx,How to Make Glazed Lemon Poke Cake - Baking the Cake,xxx,"Preheat the oven to 350°F (180°C). Lightly grease and flour a 10-inch Bundt pan. In a large bowl, cream butter and sugar with an electric mixer until fluffy Beat in the lemon juice, zest, and egg yolks (one yolk at a time). In a separate bowl, whisk together flour, baking soda, and salt. Stir the dry ingredients into the butter mixture alternately with buttermilk. In another large bowl, beat egg whites to the stiff peaks stage. Measure 1/3 of the whites and stir into the batter. Fold in the remaining egg whites until, being careful not to overdo it. Pour the batter into the Bundt pan. Bake for 50 to 55 minutes until a toothpick comes out clean. Let cool in the pan for 10 minutes.",xxx,xxx,xxx,1
